City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Pouembout,NC,2021-10-07 12:14:15,-21.1333,164.9,67.41,73,2,7.18
1,Qaanaaq,GL,2021-10-07 12:14:15,77.484,-69.3632,18.37,57,42,7.96
2,Mogadishu,SO,2021-10-07 12:14:16,2.0371,45.3438,80.42,69,9,18.77
3,Necochea,AR,2021-10-07 12:14:16,-38.5473,-58.7368,48.04,72,3,7.74
4,Jamestown,US,2021-10-07 12:12:33,42.097,-79.2353,63.72,100,90,5.75
5,Atuona,PF,2021-10-07 12:14:16,-9.8,-139.0333,77.38,77,8,14.92
6,Rikitea,PF,2021-10-07 12:14:17,-23.1203,-134.9692,72.99,79,75,12.86
7,Gold Coast,AU,2021-10-07 12:14:17,-28.0,153.4333,68.0,88,90,4.0
8,Tuktoyaktuk,CA,2021-10-07 12:14:17,69.4541,-133.0374,29.86,78,24,13.09
9,Hilo,US,2021-10-07 12:09:25,19.7297,-155.09,73.13,81,90,6.91
10,Hermanus,ZA,2021-10-07 12:14:18,-34.4187,19.2345,79.9,55,38,1.63
11,Cape Town,ZA,2021-10-07 12:12:48,-33.9258,18.4232,80.11,7,4,17.09
12,Punta Arenas,CL,2021-10-07 12:14:08,-53.15,-70.9167,39.31,81,90,3.44
13,Mataura,NZ,2021-10-07 12:14:18,-46.1927,168.8643,50.49,81,52,2.8
14,Pisco,PE,2021-10-07 12:14:19,-13.7,-76.2167,62.65,88,90,4.61
15,Albany,US,2021-10-07 12:14:19,42.6001,-73.9662,55.38,96,0,1.5
16,Capinopolis,BR,2021-10-07 12:14:19,-18.6819,-49.5697,90.43,31,82,5.1
17,Kapaa,US,2021-10-07 12:14:20,22.0752,-159.319,75.52,80,20,1.99
18,Puerto Ayora,EC,2021-10-07 12:14:20,-0.7393,-90.3518,67.55,96,100,5.99
19,Thunder Bay,CA,2021-10-07 12:14:21,48.4001,-89.3168,54.28,94,0,0.16
20,Castro,BR,2021-10-07 12:14:21,-24.7911,-50.0119,68.65,87,96,5.44
21,Never,FR,2021-10-07 12:14:21,46.9896,3.159,60.44,77,75,4.61
22,Kodiak,US,2021-10-07 12:14:22,57.79,-152.4072,43.9,80,9,14.14
23,Oriximina,BR,2021-10-07 12:13:07,-1.7656,-55.8661,87.53,54,76,3.04
24,Oktyabrskoye,RU,2021-10-07 12:14:22,43.0645,44.7417,46.54,87,90,8.95
25,Vaini,TO,2021-10-07 12:14:23,-21.2,-175.2,73.56,100,90,4.61
26,Ponta Delgada,PT,2021-10-07 12:14:23,37.7333,-25.6667,76.5,88,75,11.5
27,College,US,2021-10-07 12:14:24,64.8569,-147.8028,35.58,94,90,4.61
28,Port Alfred,ZA,2021-10-07 12:14:24,-33.5906,26.891,74.28,67,51,30.62
29,San Cristobal,VE,2021-10-07 12:14:24,7.7669,-72.225,71.78,70,95,3.42
30,Nouadhibou,MR,2021-10-07 12:14:25,20.931,-17.0347,79.75,50,77,11.97
31,Thompson,CA,2021-10-07 12:14:25,55.7435,-97.8558,49.82,90,100,6.71
32,Kaitangata,NZ,2021-10-07 12:14:25,-46.2817,169.8464,49.66,84,45,5.79
33,Saint-Philippe,RE,2021-10-07 12:14:26,-21.3585,55.7679,80.15,82,60,11.5
34,Zarubino,RU,2021-10-07 12:14:26,42.63,131.0922,51.1,86,100,6.67
35,Aguilas,ES,2021-10-07 12:14:26,37.4063,-1.5829,87.21,64,4,4.94
36,Butaritari,KI,2021-10-07 12:14:27,3.0707,172.7902,82.15,69,66,14.34
37,Bluff,NZ,2021-10-07 12:14:27,-46.6,168.3333,50.81,84,49,7.49
38,Grand Gaube,MU,2021-10-07 12:14:27,-20.0064,57.6608,79.38,67,1,11.01
39,Sur,OM,2021-10-07 12:14:28,22.5667,59.5289,86.41,47,1,6.24
40,Berlevag,NO,2021-10-07 12:14:28,70.8578,29.0864,40.95,65,75,13.8
41,Constitucion,CL,2021-10-07 12:10:16,-35.3333,-72.4167,55.35,64,0,7.05
42,Georgetown,MY,2021-10-07 12:14:28,5.4112,100.3354,84.13,81,20,3.44
43,Husavik,IS,2021-10-07 12:14:29,66.0449,-17.3389,43.0,82,100,22.86
44,Nikolskoye,RU,2021-10-07 12:14:29,59.7035,30.7861,58.89,47,6,11.43
45,Cockburn Town,TC,2021-10-07 12:14:29,21.4612,-71.1419,82.67,75,5,19.82
46,Beringovskiy,RU,2021-10-07 12:12:19,63.05,179.3167,32.54,95,100,3.13
47,Busselton,AU,2021-10-07 12:14:30,-33.65,115.3333,58.08,90,88,13.8
48,Severo-Kurilsk,RU,2021-10-07 12:14:30,50.6789,156.125,43.11,81,25,13.67
49,Sioux Lookout,CA,2021-10-07 12:14:31,50.1001,-91.917,53.76,96,5,5.91
50,Safaga,EG,2021-10-07 12:14:31,26.7292,33.9365,85.84,50,0,12.55
51,Nyurba,RU,2021-10-07 12:14:31,63.2842,118.3319,31.6,95,98,8.39
52,Lompoc,US,2021-10-07 12:14:31,34.6391,-120.4579,61.57,86,40,0.0
53,High Level,CA,2021-10-07 12:14:32,58.5169,-117.136,31.08,92,95,4.61
54,Whitehorse,CA,2021-10-07 12:12:40,60.7161,-135.0538,35.31,69,100,11.99
55,Smithville,US,2021-10-07 12:14:32,39.3869,-94.5811,65.44,86,90,0.0
56,Port-Gentil,GA,2021-10-07 12:14:32,-0.7193,8.7815,76.95,82,97,6.82
57,Mugumu,TZ,2021-10-07 12:14:33,-1.85,34.7,85.24,24,55,5.06
58,Ushuaia,AR,2021-10-07 12:14:33,-54.8,-68.3,40.62,73,74,3.89
59,Katsuura,JP,2021-10-07 12:14:34,35.1333,140.3,74.19,81,95,14.7
60,Mahanoro,MG,2021-10-07 12:14:34,-19.9,48.8,71.38,84,80,12.59
61,Iranshahr,IR,2021-10-07 12:14:34,27.2025,60.6848,99.25,12,0,6.17
62,Upernavik,GL,2021-10-07 12:10:10,72.7868,-56.1549,26.44,49,32,5.3
63,Dourbali,TD,2021-10-07 12:10:17,11.8091,15.8632,97.11,18,2,2.37
64,Luyang,CN,2021-10-07 12:14:35,27.6239,110.0989,65.48,77,52,6.51
65,Erenhot,CN,2021-10-07 12:14:35,43.6475,111.9767,53.13,40,64,10.18
66,Soe,ID,2021-10-07 12:14:35,-9.8607,124.284,66.07,85,12,2.53
67,Port Elizabeth,ZA,2021-10-07 12:14:36,-33.918,25.5701,84.09,66,61,22.37
68,Souillac,MU,2021-10-07 12:14:36,-20.5167,57.5167,79.36,71,10,8.86
69,Torbay,CA,2021-10-07 12:14:37,47.6666,-52.7314,53.58,77,47,5.99
70,Yellowknife,CA,2021-10-07 12:14:37,62.456,-114.3525,36.41,100,75,2.3
71,Saskylakh,RU,2021-10-07 12:12:14,71.9167,114.0833,16.54,96,100,6.71
72,Kavieng,PG,2021-10-07 12:14:37,-2.5744,150.7967,81.59,76,85,6.55
73,Shelburne,CA,2021-10-07 12:14:38,44.0787,-80.2041,57.76,100,5,3.31
74,Jimeta,NG,2021-10-07 12:12:02,9.2833,12.4667,94.62,43,14,4.52
75,Barrow,US,2021-10-07 12:14:38,71.2906,-156.7887,33.82,86,90,9.22
76,Acarau,BR,2021-10-07 12:14:38,-2.8856,-40.12,85.41,61,94,15.01
77,Longyearbyen,SJ,2021-10-07 12:14:39,78.2186,15.6401,31.84,64,75,11.5
78,Kalengwa,ZM,2021-10-07 12:14:39,-13.4659,25.0027,94.42,11,81,10.02
79,Leningradskiy,RU,2021-10-07 12:14:39,69.3833,178.4167,23.63,96,100,4.54
80,Nanortalik,GL,2021-10-07 12:14:40,60.1432,-45.2371,39.04,58,69,2.91
81,Nezhinka,RU,2021-10-07 12:14:40,51.7676,55.3694,51.96,40,0,4.47
82,Arraial Do Cabo,BR,2021-10-07 12:14:41,-22.9661,-42.0278,76.86,78,40,4.61
83,Cidreira,BR,2021-10-07 12:14:41,-30.1811,-50.2056,61.47,56,78,8.28
84,Hobyo,SO,2021-10-07 12:14:41,5.3505,48.5268,81.16,71,92,27.72
85,Mehamn,NO,2021-10-07 12:14:42,71.0357,27.8492,40.91,65,100,18.3
86,Sibu,MY,2021-10-07 12:14:42,2.3,111.8167,77.54,92,51,2.93
87,Hithadhoo,MV,2021-10-07 12:14:43,-0.6,73.0833,83.84,74,78,9.89
88,Carmen,MX,2021-10-07 12:14:43,18.6333,-91.8333,78.84,94,75,4.61
89,Beira,MZ,2021-10-07 12:14:43,-19.8436,34.8389,79.83,61,66,12.95
90,Ixtapa,MX,2021-10-07 12:14:44,20.7,-105.2,74.23,94,90,9.22
91,Dickson,US,2021-10-07 12:14:44,36.077,-87.3878,66.4,96,90,0.0
92,Yertarskiy,RU,2021-10-07 12:14:44,56.7902,64.2995,51.93,48,40,6.38
93,Bredasdorp,ZA,2021-10-07 12:14:45,-34.5322,20.0403,76.28,39,97,8.93
94,Urusha,RU,2021-10-07 12:14:45,54.05,122.9,28.76,88,43,1.95
95,Belmonte,BR,2021-10-07 12:14:45,-15.8631,-38.8828,81.1,63,10,1.86
96,Lagoa,PT,2021-10-07 12:14:46,39.05,-27.9833,69.39,75,87,12.57
97,Mamanguape,BR,2021-10-07 12:14:46,-6.8386,-35.1261,84.52,57,69,11.63
98,Bubaque,GW,2021-10-07 12:14:46,11.2833,-15.8333,83.07,72,100,3.38
99,Fortuna,US,2021-10-07 12:14:47,40.5982,-124.1573,51.93,74,90,0.0
100,Turukhansk,RU,2021-10-07 12:14:47,65.8167,87.9833,37.89,98,100,5.75
101,Nuuk,GL,2021-10-07 12:14:49,64.1835,-51.7216,36.21,48,20,11.5
102,Sorland,NO,2021-10-07 12:14:50,67.667,12.6934,42.87,65,100,25.48
103,Talnakh,RU,2021-10-07 12:14:50,69.4865,88.3972,34.32,100,100,6.15
104,Mar Del Plata,AR,2021-10-07 12:13:40,-38.0023,-57.5575,49.12,63,20,1.99
105,Anloga,GH,2021-10-07 12:14:51,5.7947,0.8973,82.62,73,99,8.9
106,Comodoro Rivadavia,AR,2021-10-07 12:14:51,-45.8667,-67.5,51.66,43,0,10.36
107,Paamiut,GL,2021-10-07 12:14:53,61.994,-49.6678,35.83,52,4,5.59
108,Geraldton,AU,2021-10-07 12:14:53,-28.7667,114.6,59.41,72,0,9.22
109,Mangaluru,IN,2021-10-07 12:14:53,12.8667,74.8833,85.06,74,40,9.22
110,Riyadh,SA,2021-10-07 12:14:54,24.6877,46.7219,100.54,15,0,10.4
111,Chilca,PE,2021-10-07 12:14:54,-12.5211,-76.7372,60.96,90,100,5.21
112,Celestun,MX,2021-10-07 12:14:55,20.8667,-90.4,76.03,91,100,9.01
113,Dryden,CA,2021-10-07 12:14:55,49.7833,-92.7503,54.52,93,5,6.08
114,Sidhi,IN,2021-10-07 12:14:55,24.4167,81.8833,84.9,61,63,3.29
115,Arrecife,ES,2021-10-07 12:14:55,28.963,-13.5477,75.27,78,20,18.41
116,Chokurdakh,RU,2021-10-07 12:14:56,70.6333,147.9167,11.73,89,89,7.0
117,Port Blair,IN,2021-10-07 12:14:56,11.6667,92.75,79.77,83,100,14.9
118,Chuy,UY,2021-10-07 12:14:57,-33.6971,-53.4616,54.19,59,7,8.03
119,Kannur,IN,2021-10-07 12:14:57,11.8675,75.3576,81.73,81,91,8.25
120,Vao,NC,2021-10-07 12:14:58,-22.6667,167.4833,69.1,64,0,16.84
121,Qandala,SO,2021-10-07 12:14:58,11.472,49.8728,88.57,68,18,6.6
122,Russell,US,2021-10-07 12:14:59,32.3502,-85.1999,72.0,91,75,0.0
123,Srednekolymsk,RU,2021-10-07 12:14:59,67.45,153.6833,12.94,89,36,4.41
124,San Juan,AR,2021-10-07 12:11:58,-31.5375,-68.5364,53.76,34,2,2.75
125,Orumiyeh,IR,2021-10-07 12:15:00,37.5527,45.0761,58.15,44,80,7.58
126,Burgeo,CA,2021-10-07 12:15:00,47.6167,-57.6152,52.11,59,96,11.16
127,Macusani,PE,2021-10-07 12:15:00,-14.0833,-70.4333,40.21,77,45,1.9
128,Dibulla,CO,2021-10-07 12:15:01,11.2725,-73.3091,79.56,87,92,9.31
129,Senneterre,CA,2021-10-07 12:15:01,48.3835,-77.2328,47.53,94,28,3.89
130,Ahipara,NZ,2021-10-07 12:15:04,-35.1667,173.1667,56.79,94,52,8.68
131,Cayenne,GF,2021-10-07 12:15:04,4.9333,-52.3333,86.09,78,0,1.01
132,Lebu,CL,2021-10-07 12:15:05,-37.6167,-73.65,50.63,62,0,9.06
133,Arcata,US,2021-10-07 12:10:32,40.8665,-124.0828,52.2,94,75,3.44
134,Saravan,AM,2021-10-07 12:15:06,39.7196,45.6483,54.25,47,54,7.63
135,Kununurra,AU,2021-10-07 12:15:06,-15.7667,128.7333,85.98,39,91,6.91
136,Iqaluit,CA,2021-10-07 12:11:28,63.7506,-68.5145,34.7,74,82,8.01
137,Kahului,US,2021-10-07 12:11:03,20.8947,-156.47,77.85,69,1,8.05
138,Anadyr,RU,2021-10-07 12:15:07,64.75,177.4833,29.89,97,100,4.29
139,Tiksi,RU,2021-10-07 12:15:07,71.6872,128.8694,29.37,84,100,14.43
140,Hofn,IS,2021-10-07 12:15:08,64.2539,-15.2082,46.42,76,90,23.02
141,East London,ZA,2021-10-07 12:15:08,-33.0153,27.9116,74.34,68,0,23.02
142,Jining,CN,2021-10-07 12:15:08,35.405,116.5814,55.99,93,100,5.19
143,Mahebourg,MU,2021-10-07 12:15:09,-20.4081,57.7,79.25,72,33,10.22
144,Avarua,CK,2021-10-07 12:15:09,-21.2078,-159.775,69.85,78,23,2.3
145,Hamilton,US,2021-10-07 12:15:10,39.1834,-84.5333,67.75,94,75,0.0
146,Chumphon,TH,2021-10-07 12:15:10,10.3333,98.8333,72.19,96,99,7.25
147,Terrace Bay,CA,2021-10-07 12:15:10,48.7834,-87.1,55.54,96,16,3.24
148,Waddan,LY,2021-10-07 12:15:11,29.1614,16.139,89.73,13,0,4.38
149,Charcas,MX,2021-10-07 12:15:11,23.1333,-101.1167,53.58,69,93,2.84
150,Coquimbo,CL,2021-10-07 12:15:11,-29.9533,-71.3436,53.33,93,90,0.0
151,Mayor Pablo Lagerenza,PY,2021-10-07 12:15:12,-19.9309,-60.7718,73.11,58,100,11.01
152,Victoria,HK,2021-10-07 12:11:28,22.2855,114.1577,82.38,90,98,1.99
153,Chuncheng,CN,2021-10-07 12:15:12,22.1731,111.7886,80.94,75,90,8.84
154,Ivanteyevka,RU,2021-10-07 12:15:13,55.9711,37.9208,54.14,41,24,4.72
155,Bhusawal,IN,2021-10-07 12:15:13,21.05,75.7667,86.63,70,22,4.14
156,Omboue,GA,2021-10-07 12:15:14,-1.5746,9.2618,79.23,75,99,8.48
157,Tasiilaq,GL,2021-10-07 12:15:14,65.6145,-37.6368,32.16,55,3,7.47
158,Bandar-E Lengeh,IR,2021-10-07 12:15:14,26.5579,54.8807,91.35,49,0,7.78
159,Brejo Santo,BR,2021-10-07 12:15:14,-7.4933,-38.9872,86.38,41,45,3.74
160,Codrington,AU,2021-10-07 12:15:15,-38.2667,141.9667,45.1,88,49,8.46
161,Kabare,CD,2021-10-07 12:15:15,-2.4683,28.8242,68.29,79,40,4.56
162,Faanui,PF,2021-10-07 12:15:16,-16.4833,-151.75,77.79,77,21,10.0
163,Buckeye,US,2021-10-07 12:15:00,33.3703,-112.5838,77.68,49,100,0.0
164,Fernley,US,2021-10-07 12:11:08,39.608,-119.2518,56.21,43,98,1.01
165,Awbari,LY,2021-10-07 12:15:16,26.5921,12.7805,90.03,14,0,6.4
166,Nastola,FI,2021-10-07 12:15:17,60.95,25.9333,51.73,84,100,11.27
167,Fort Nelson,CA,2021-10-07 12:15:17,58.8053,-122.7002,24.39,93,90,4.61
168,Atar,MR,2021-10-07 12:15:17,20.5169,-13.0499,104.9,13,77,10.89
169,Reni,UA,2021-10-07 12:15:18,45.4573,28.2932,54.21,48,97,17.56
170,Hobart,AU,2021-10-07 12:15:18,-42.8794,147.3294,49.86,63,20,3.0
171,Hudson Bay,CA,2021-10-07 12:15:19,52.85,-102.3842,59.99,45,100,6.35
172,Birao,CF,2021-10-07 12:15:19,10.2849,22.7882,94.21,34,81,0.34
173,Crestview,US,2021-10-07 12:15:19,30.7621,-86.5705,74.79,81,90,1.99
174,Cherskiy,RU,2021-10-07 12:15:20,68.75,161.3,1.13,99,64,4.83
175,Norman Wells,CA,2021-10-07 12:15:20,65.282,-126.8329,22.98,97,20,4.76
176,Port Augusta,AU,2021-10-07 12:15:21,-32.5,137.7667,55.54,66,6,9.84
177,Kluczbork,PL,2021-10-07 12:15:21,50.9728,18.2182,57.79,60,97,9.08
178,Atlantic City,US,2021-10-07 12:15:21,39.3643,-74.4229,64.98,92,90,3.44
179,Isangel,VU,2021-10-07 12:15:22,-19.55,169.2667,71.37,73,9,14.76
180,Sola,VU,2021-10-07 12:15:22,-13.8833,167.55,80.49,79,58,17.96
181,Pauini,BR,2021-10-07 12:15:23,-7.7136,-66.9764,79.0,77,99,1.74
182,Waingapu,ID,2021-10-07 12:15:23,-9.6567,120.2641,79.72,74,64,5.53
183,Grafton,US,2021-10-07 12:11:38,42.207,-71.6856,57.42,84,3,2.1
184,Sinnamary,GF,2021-10-07 12:15:23,5.3833,-52.95,84.33,68,83,8.75
185,Mission,US,2021-10-07 12:15:24,26.2159,-98.3253,70.86,89,1,0.0
186,Vestmannaeyjar,IS,2021-10-07 12:15:24,63.4427,-20.2734,47.39,76,90,48.34
187,Najran,SA,2021-10-07 12:15:25,17.4924,44.1277,90.03,20,16,14.25
188,Ribeira Grande,PT,2021-10-07 12:15:25,38.5167,-28.7,73.8,68,20,8.05
189,Portalegre,PT,2021-10-07 12:15:26,39.2938,-7.4312,78.93,34,1,2.01
190,Taksimo,RU,2021-10-07 12:15:26,56.3444,114.8794,29.86,66,92,4.63
191,Agde,FR,2021-10-07 12:15:26,43.3108,3.4758,71.94,38,0,5.99
192,Tura,IN,2021-10-07 12:15:27,25.5198,90.2201,74.95,93,14,1.28
193,Bambous Virieux,MU,2021-10-07 12:15:27,-20.3428,57.7575,79.21,65,40,17.27
194,Chapais,CA,2021-10-07 12:15:27,49.7834,-74.8492,42.58,93,13,4.41
195,Maniitsoq,GL,2021-10-07 12:15:28,65.4167,-52.9,34.57,66,46,3.94
196,Georgiyevka,KZ,2021-10-07 12:15:28,43.0369,74.7114,42.21,77,96,4.94
197,Iracoubo,GF,2021-10-07 12:15:29,5.4802,-53.2011,83.68,70,81,7.94
198,Airai,TL,2021-10-07 12:15:29,-8.9266,125.4092,61.93,87,49,1.39
199,Tarakan,ID,2021-10-07 12:15:30,3.3,117.6333,83.7,84,20,2.3
200,Richards Bay,ZA,2021-10-07 12:15:30,-28.783,32.0377,71.8,68,88,13.73
201,Sidi Ali,DZ,2021-10-07 12:15:31,36.0998,0.4206,74.91,49,10,9.69
202,Ous,RU,2021-10-07 12:15:31,60.9058,61.5186,50.68,58,45,9.4
203,Bengkulu,ID,2021-10-07 12:15:31,-3.8004,102.2655,77.2,87,97,5.28
204,Beitbridge,ZW,2021-10-07 12:15:32,-22.2167,30.0,79.86,50,98,17.22
205,Abha,SA,2021-10-07 12:15:32,18.2164,42.5053,80.42,14,40,11.5
206,Cabedelo,BR,2021-10-07 12:15:33,-6.9811,-34.8339,84.87,70,70,14.18
207,Nanakuli,US,2021-10-07 12:12:56,21.3906,-158.1547,78.75,62,1,8.05
208,Amapa,BR,2021-10-07 12:13:17,1.0,-52.0,84.34,58,50,3.53
209,Xuddur,SO,2021-10-07 12:15:33,4.1213,43.8894,86.79,39,78,18.75
210,Freeport,US,2021-10-07 12:14:49,40.6576,-73.5832,65.25,83,20,0.0
211,Uvalde,US,2021-10-07 12:15:34,29.3669,-99.767,69.19,59,1,8.05
212,Boguchany,RU,2021-10-07 12:15:34,58.3814,97.4531,34.23,98,100,8.61
213,Dudinka,RU,2021-10-07 12:15:34,69.4058,86.1778,37.13,99,100,9.95
214,Narsaq,GL,2021-10-07 12:15:35,60.9167,-46.05,46.62,46,12,8.5
215,Yulara,AU,2021-10-07 12:15:35,-25.2406,130.9889,76.84,33,0,9.22
216,Avera,US,2021-10-07 12:15:36,33.194,-82.5271,73.27,98,73,5.68
217,Safakulevo,RU,2021-10-07 12:15:36,54.9901,62.5442,52.09,45,1,10.0
218,Cabo San Lucas,MX,2021-10-07 12:15:36,22.8909,-109.9124,82.51,70,1,11.5
219,Porto Belo,BR,2021-10-07 12:15:37,-27.1578,-48.5531,66.16,80,100,18.03
220,Loukhi,RU,2021-10-07 12:15:37,66.0764,33.0381,49.78,87,100,16.11
221,Luebo,CD,2021-10-07 12:15:37,-5.35,21.4167,97.41,31,95,3.87
222,Orangeburg,US,2021-10-07 12:15:38,33.4918,-80.8557,71.82,95,90,5.75
223,Nizhneangarsk,RU,2021-10-07 12:15:38,55.7833,109.55,34.74,66,92,8.01
224,Hasaki,JP,2021-10-07 12:15:38,35.7333,140.8333,70.29,78,96,16.58
225,Shingu,JP,2021-10-07 12:15:39,33.7333,135.9833,70.23,89,17,2.06
226,Belaya Gora,RU,2021-10-07 12:15:39,68.5333,146.4167,18.81,78,83,6.58
227,Sitka,US,2021-10-07 12:15:40,57.0531,-135.33,46.29,71,90,16.11
228,Orbetello,IT,2021-10-07 12:15:40,42.4408,11.2196,69.37,63,87,25.21
229,Carnarvon,AU,2021-10-07 12:15:40,-24.8667,113.6333,68.07,73,0,20.71
230,Fort-Shevchenko,KZ,2021-10-07 12:15:41,44.5086,50.263,54.34,38,60,19.08
231,Port Hardy,CA,2021-10-07 12:15:41,50.6996,-127.4199,42.8,100,40,2.3
232,Tiznit,MA,2021-10-07 12:15:41,29.5833,-9.5,90.73,15,69,8.77
233,Zonguldak,TR,2021-10-07 12:15:42,41.25,31.8333,59.85,57,18,6.82
234,Xilagani,GR,2021-10-07 12:15:42,40.9833,25.4167,70.99,48,45,16.58
235,Pangnirtung,CA,2021-10-07 12:15:42,66.1451,-65.7125,33.8,86,75,3.44
236,Mayo,US,2021-10-07 12:15:43,38.8876,-76.5119,67.55,90,40,1.01
237,Poum,NC,2021-10-07 12:15:43,-20.2333,164.0167,73.94,71,30,8.16
238,Hami,CN,2021-10-07 12:15:44,42.8,93.45,60.33,26,99,14.65
239,Fairhope,US,2021-10-07 12:15:44,30.523,-87.9033,75.24,79,40,0.0
240,Ulaanbaatar,MN,2021-10-07 12:11:43,47.9077,106.8832,44.73,81,75,4.47
241,Nome,US,2021-10-07 12:15:45,64.5011,-165.4064,33.87,86,20,10.36
242,Trat,TH,2021-10-07 12:15:45,12.5,102.5,81.99,91,100,2.77
243,Broome,US,2021-10-07 12:15:45,42.2506,-75.833,62.17,82,90,0.0
244,San Jose,US,2021-10-07 12:12:30,37.3394,-121.895,57.7,72,1,3.44
245,Raudeberg,NO,2021-10-07 12:15:46,61.9875,5.1352,53.38,83,100,3.0
246,Bethel,US,2021-10-07 12:15:46,41.3712,-73.414,60.93,94,90,0.0
247,Tapes,BR,2021-10-07 12:15:47,-30.6733,-51.3958,58.82,62,45,7.96
248,Vardo,NO,2021-10-07 12:15:47,70.3705,31.1107,40.98,70,75,16.11
249,Mount Gambier,AU,2021-10-07 12:15:47,-37.8333,140.7667,44.47,92,58,4.76
250,Ponta Do Sol,PT,2021-10-07 12:15:48,32.6667,-17.1,77.63,74,59,0.4
251,Tuban,ID,2021-10-07 12:15:48,-6.8976,112.0649,82.6,67,77,5.32
252,Tubmanburg,LR,2021-10-07 12:15:49,6.8708,-10.8172,90.05,55,75,4.25
253,Havelock,US,2021-10-07 12:15:49,34.8791,-76.9013,75.18,94,100,4.0
254,Shache,CN,2021-10-07 12:15:49,38.4167,77.2406,73.4,18,0,5.06
255,Grand-Santi,GF,2021-10-07 12:15:50,4.25,-54.3833,80.71,77,93,3.15
256,Komarikhinskiy,RU,2021-10-07 12:15:50,58.0979,57.1163,49.19,57,54,5.84
257,Kysyl-Syr,RU,2021-10-07 12:15:51,63.8986,122.7617,29.95,97,100,7.27
258,Moerai,PF,2021-10-07 12:15:51,-22.4333,-151.3333,74.71,80,64,9.91
259,Zhaoyuan,CN,2021-10-07 12:15:52,37.3592,120.3964,57.97,72,91,5.14
260,Saint-Pierre,RE,2021-10-07 12:15:52,-21.3393,55.4781,78.44,73,90,6.91
261,Orapa,BW,2021-10-07 12:15:52,-21.2833,25.3667,93.65,19,88,9.86
262,Tarbert,GB,2021-10-07 12:15:52,55.8628,-5.4162,64.31,97,98,8.55
263,Sao Filipe,CV,2021-10-07 12:15:53,14.8961,-24.4956,80.2,74,41,8.41
264,Peniche,PT,2021-10-07 12:15:53,39.3558,-9.3811,86.61,58,12,9.33
265,Iquique,CL,2021-10-07 12:13:58,-20.2208,-70.1431,60.84,68,98,5.44
266,Asau,RO,2021-10-07 12:15:53,46.4333,26.4,54.52,68,100,5.48
267,Kapit,MY,2021-10-07 12:15:54,2.0167,112.9333,78.75,87,88,1.43
268,Merrill,US,2021-10-07 12:15:54,45.1805,-89.6835,56.97,98,90,3.44
269,Olafsvik,IS,2021-10-07 12:15:55,64.8945,-23.7142,43.56,74,100,24.79
270,Cruzeiro Do Sul,BR,2021-10-07 12:15:55,-29.5128,-51.9853,57.52,76,95,5.61
271,Harper,LR,2021-10-07 12:15:55,4.375,-7.7169,79.66,81,72,7.43
272,Manbij,SY,2021-10-07 12:15:56,36.5281,37.9549,79.57,15,0,1.95
